subset,label,folder,filename,random
testing,i,18,55_i.PNG,0.258611485
testing,7,7,181_7.PNG,0.00790523
testing,G,42,13_G.PNG,0.539345081
testing,Y,60,73_Y.PNG,0.127632544
testing,w,32,131_w.PNG,0.758340918
testing,t,29,26_t.PNG,0.463487856
testing,2,2,94_2.PNG,0.636369602
testing,6,6,121_6.PNG,0.065038363
testing,n,23,71_n.PNG,0.983436678
testing,v,31,38_v.PNG,0.574462108
testing,F,41,7_F.PNG,0.466794561
testing,t,29,65_t.PNG,0.715088164
testing,9,9,192_9.PNG,0.049271085
testing,3,3,33_3.PNG,0.908150139
testing,Y,60,116_Y.PNG,0.207486784
testing,q,26,14_q.PNG,0.555410043
testing,6,6,40_6.PNG,0.596104975
testing,I,44,33_I.PNG,0.932017144
testing,p,25,53_p.PNG,0.12258719
testing,J,45,22_J.PNG,0.143602133
testing,l,21,47_l.PNG,0.669287851
testing,e,14,4_e.PNG,0.106176534
testing,7,7,131_7.PNG,0.716547426
testing,0,0,56_0.PNG,0.148286141
testing,o,24,65_o.PNG,0.293941476
testing,1,1,59_1.PNG,0.851505264
testing,q,26,74_q.PNG,0.058197813
testing,k,20,7_k.PNG,0.157058902
testing,2,2,245_2.PNG,0.471017052
testing,X,59,73_X.PNG,0.541077662
testing,h,17,13_h.PNG,0.127568505
testing,h,17,48_h.PNG,0.317969368
testing,d,13,32_d.PNG,0.503446073
testing,U,56,64_U.PNG,0.887379605
testing,m,22,19_m.PNG,0.024272514
testing,7,7,107_7.PNG,0.539182629
testing,Y,60,132_Y.PNG,0.439906254
testing,3,3,214_3.PNG,0.178917332
testing,i,18,63_i.PNG,0.237488374
testing,3,3,133_3.PNG,0.193476586
testing,y,34,48_y.PNG,0.420872807
testing,W,58,67_W.PNG,0.700344177
testing,N,49,29_N.PNG,0.259654868
testing,D,39,65_D.PNG,0.927491747
testing,V,57,148_V.PNG,0.268304317
testing,Y,60,151_Y.PNG,0.893045181
testing,1,1,236_1.PNG,0.719591485
testing,m,22,33_m.PNG,0.813643187
testing,y,34,166_y.PNG,0.158571519
testing,X,59,151_X.PNG,0.841432384
testing,v,31,106_v.PNG,0.764708721
testing,h,17,28_h.PNG,0.002203743
testing,j,19,11_j.PNG,0.702590628
testing,q,26,75_q.PNG,0.535318338
testing,8,8,119_8.PNG,0.224310451
testing,J,45,4_J.PNG,0.612083854
testing,z,35,118_z.PNG,0.659881001
testing,Z,61,9_Z.PNG,0.263681675
testing,w,32,1_w.PNG,0.223008059
testing,z,35,93_z.PNG,0.528761367
testing,V,57,70_V.PNG,0.329763712
testing,8,8,44_8.PNG,0.060062733
testing,Q,52,41_Q.PNG,0.869737727
testing,V,57,155_V.PNG,0.370383893
testing,6,6,53_6.PNG,0.127452121
testing,0,0,188_0.PNG,0.018317212
testing,x,33,18_x.PNG,0.941995548
testing,3,3,130_3.PNG,0.292551799
testing,6,6,170_6.PNG,0.143895419
testing,H,43,56_H.PNG,0.898936583
testing,G,42,33_G.PNG,0.265008161
testing,8,8,105_8.PNG,0.489603294
testing,t,29,49_t.PNG,0.116145537
testing,y,34,151_y.PNG,0.727526059
testing,h,17,45_h.PNG,0.322795695
testing,V,57,120_V.PNG,0.334569976
testing,z,35,172_z.PNG,0.602885162
testing,S,54,40_S.PNG,0.317318076
testing,Y,60,78_Y.PNG,0.084725306
testing,e,14,19_e.PNG,0.837931952
testing,z,35,122_z.PNG,0.436743337
testing,s,28,36_s.PNG,0.423250033
testing,y,34,1_y.PNG,0.010224595
testing,B,37,29_B.PNG,0.265109133
testing,W,58,91_W.PNG,0.981856999
testing,6,6,13_6.PNG,0.455640322
testing,d,13,31_d.PNG,0.637721097
testing,y,34,155_y.PNG,0.587038744
testing,V,57,35_V.PNG,0.693916367
testing,8,8,8_8.PNG,0.842660283
testing,T,55,85_T.PNG,0.809412895
testing,2,2,44_2.PNG,0.437848418
testing,W,58,10_W.PNG,0.369757358
testing,u,30,9_u.PNG,0.205757141
testing,X,59,41_X.PNG,0.289964022
testing,q,26,99_q.PNG,0.998552554
testing,G,42,20_G.PNG,0.843311749
testing,3,3,36_3.PNG,0.700364436
testing,y,34,97_y.PNG,0.576860007
testing,b,11,8_b.PNG,0.14568023
testing,r,27,44_r.PNG,0.689930389
testing,u,30,54_u.PNG,0.141704669
testing,y,34,14_y.PNG,0.527137124
testing,a,10,85_a.PNG,0.155329342
testing,S,54,48_S.PNG,0.079418328
testing,Q,52,71_Q.PNG,0.773573071
testing,H,43,72_H.PNG,0.133722503
testing,v,31,163_v.PNG,0.058648997
testing,9,9,61_9.PNG,0.151662365
testing,Y,60,134_Y.PNG,0.524563865
testing,H,43,61_H.PNG,0.974472998
testing,6,6,145_6.PNG,0.938748757
testing,H,43,37_H.PNG,0.672114186
testing,5,5,218_5.PNG,0.022794695
testing,w,32,142_w.PNG,0.631556514
testing,3,3,234_3.PNG,0.336996975
testing,4,4,219_4.PNG,0.028261101
testing,4,4,78_4.PNG,0.189627813
testing,d,13,40_d.PNG,0.590307064
testing,9,9,163_9.PNG,0.880218765
testing,v,31,149_v.PNG,0.994792137
testing,d,13,51_d.PNG,0.120407596
testing,V,57,121_V.PNG,0.022552619
testing,D,39,14_D.PNG,0.303895256
testing,g,16,26_g.PNG,0.314373961
testing,e,14,73_e.PNG,0.01072628
testing,C,38,85_C.PNG,0.366759453
testing,8,8,14_8.PNG,0.169939324
testing,x,33,108_x.PNG,0.733439846
testing,r,27,22_r.PNG,0.850552232
testing,q,26,29_q.PNG,0.880801603
testing,L,47,35_L.PNG,0.817860621
testing,1,1,37_1.PNG,0.774202064
testing,b,11,35_b.PNG,0.334515391
testing,p,25,51_p.PNG,0.45662643
testing,M,48,41_M.PNG,0.197371062
testing,t,29,43_t.PNG,0.531647159
testing,C,38,14_C.PNG,0.232558787
testing,f,15,27_f.PNG,0.737664923
testing,p,25,21_p.PNG,0.6720639
testing,7,7,85_7.PNG,0.318981542
testing,K,46,30_K.PNG,0.544278662
testing,a,10,8_a.PNG,0.729965912
testing,h,17,63_h.PNG,0.775153584
testing,g,16,84_g.PNG,0.639674449
testing,0,0,184_0.PNG,0.486585576
testing,4,4,57_4.PNG,0.253627764
testing,P,51,63_P.PNG,0.445640732
testing,0,0,32_0.PNG,0.895885403
testing,5,5,34_5.PNG,0.554849536
testing,7,7,52_7.PNG,0.475048432
testing,n,23,25_n.PNG,0.766494066
testing,W,58,57_W.PNG,0.265531949
testing,6,6,140_6.PNG,0.690896584
testing,Y,60,75_Y.PNG,0.119617112
testing,O,50,75_O.PNG,0.24177218
testing,X,59,150_X.PNG,0.138501157
testing,V,57,95_V.PNG,0.455060769
testing,7,7,46_7.PNG,0.219820091
testing,6,6,104_6.PNG,0.35815544
testing,f,15,67_f.PNG,0.513595634
testing,3,3,99_3.PNG,0.067249377
testing,v,31,64_v.PNG,0.521417856
testing,L,47,63_L.PNG,0.178707976
testing,s,28,54_s.PNG,0.965950295
testing,7,7,221_7.PNG,0.299466199
testing,m,22,6_m.PNG,0.03649501
testing,4,4,184_4.PNG,0.935506509
testing,7,7,212_7.PNG,0.828796442
testing,W,58,2_W.PNG,0.874283405
testing,4,4,162_4.PNG,0.493441496
testing,Y,60,125_Y.PNG,0.720729992
testing,M,48,42_M.PNG,0.90956798
testing,v,31,150_v.PNG,0.894200983
testing,2,2,88_2.PNG,0.436700617
testing,X,59,23_X.PNG,0.800405918
testing,U,56,28_U.PNG,0.882999981
testing,2,2,101_2.PNG,0.762709277
testing,4,4,113_4.PNG,0.950516443
testing,g,16,88_g.PNG,0.255096945
testing,R,53,75_R.PNG,0.553996123
testing,c,12,64_c.PNG,0.655655531
testing,y,34,69_y.PNG,0.449432068
testing,l,21,51_l.PNG,0.735993076
testing,i,18,24_i.PNG,0.661802343
testing,Q,52,5_Q.PNG,0.194254632
testing,G,42,39_G.PNG,0.480303588
testing,y,34,9_y.PNG,0.088381121
testing,C,38,77_C.PNG,0.226002826
testing,y,34,138_y.PNG,0.918669356
testing,C,38,39_C.PNG,0.204822958
testing,C,38,12_C.PNG,0.026630911
testing,a,10,12_a.PNG,0.037754756
testing,L,47,16_L.PNG,0.940710992
testing,S,54,61_S.PNG,0.708110205
testing,b,11,19_b.PNG,0.141829248
testing,j,19,15_j.PNG,0.578556711
testing,v,31,33_v.PNG,0.57334224
testing,z,35,155_z.PNG,0.429367985
testing,h,17,21_h.PNG,0.800818197
testing,E,40,65_E.PNG,0.620717849
testing,0,0,128_0.PNG,0.970083355
testing,b,11,20_b.PNG,0.355898438
testing,F,41,43_F.PNG,0.276218915
testing,m,22,51_m.PNG,0.601576179
testing,f,15,36_f.PNG,0.363727798
testing,J,45,78_J.PNG,0.480639665
testing,d,13,39_d.PNG,0.89834551
testing,n,23,45_n.PNG,0.178160298
testing,o,24,79_o.PNG,0.210316295
testing,p,25,87_p.PNG,0.555124547
testing,U,56,63_U.PNG,0.893492576
testing,W,58,106_W.PNG,0.180323578
testing,X,59,76_X.PNG,0.567160097
testing,U,56,34_U.PNG,0.091178597
testing,7,7,115_7.PNG,0.429246019
testing,4,4,221_4.PNG,0.085121557
testing,2,2,121_2.PNG,0.958394683
testing,r,27,43_r.PNG,0.481885406
testing,Q,52,31_Q.PNG,0.108486166
testing,f,15,57_f.PNG,0.229322166
testing,i,18,53_i.PNG,0.315217254
testing,l,21,55_l.PNG,0.233038712
testing,k,20,88_k.PNG,0.705678821
testing,4,4,2_4.PNG,0.900304964
testing,9,9,173_9.PNG,0.628028482
testing,6,6,234_6.PNG,0.856892033
testing,X,59,67_X.PNG,0.466720742
testing,R,53,10_R.PNG,0.118502445
testing,Z,61,176_Z.PNG,0.312792479
testing,0,0,4_0.PNG,0.009879292
testing,G,42,23_G.PNG,0.763112563
testing,X,59,47_X.PNG,0.198635123
testing,0,0,24_0.PNG,0.055482535
testing,6,6,171_6.PNG,0.441069187
testing,M,48,6_M.PNG,0.619797694
testing,E,40,26_E.PNG,0.040961768
testing,s,28,59_s.PNG,0.502350081
testing,7,7,76_7.PNG,0.532349853
testing,2,2,84_2.PNG,0.86350363
testing,q,26,60_q.PNG,0.671645518
testing,y,34,186_y.PNG,0.778173169
testing,v,31,151_v.PNG,0.630563761
testing,3,3,20_3.PNG,0.309587973
testing,w,32,146_w.PNG,0.484255222
testing,P,51,88_P.PNG,0.423722932
testing,G,42,0_G.PNG,0.207797631
testing,5,5,26_5.PNG,0.387079093
testing,6,6,103_6.PNG,0.044355242
testing,z,35,78_z.PNG,0.605540866
testing,i,18,0_i.PNG,0.331985912
testing,M,48,15_M.PNG,0.89493422
testing,N,49,60_N.PNG,0.704965055
testing,3,3,45_3.PNG,0.080157265
testing,i,18,72_i.PNG,0.220205359
testing,7,7,206_7.PNG,0.721244357
testing,A,36,64_A.PNG,0.885372035
testing,d,13,15_d.PNG,0.413184072
testing,5,5,174_5.PNG,0.035262313
testing,K,46,6_K.PNG,0.643888032
testing,5,5,100_5.PNG,0.404951178
testing,b,11,53_b.PNG,0.193719943
testing,P,51,56_P.PNG,0.579073972
testing,j,19,60_j.PNG,0.733220252
testing,3,3,63_3.PNG,0.101742144
testing,y,34,10_y.PNG,0.782610362
testing,9,9,81_9.PNG,0.418279562
testing,w,32,52_w.PNG,0.920743741
testing,X,59,107_X.PNG,0.671283934
testing,U,56,7_U.PNG,0.295441619
testing,1,1,28_1.PNG,0.482083431
testing,v,31,159_v.PNG,0.430963598
testing,r,27,17_r.PNG,0.840581153
testing,b,11,73_b.PNG,0.179743268
testing,x,33,45_x.PNG,0.246556901
testing,9,9,212_9.PNG,0.400823989
testing,8,8,151_8.PNG,0.134026189
testing,N,49,57_N.PNG,0.94259727
testing,v,31,21_v.PNG,0.876098457
testing,T,55,23_T.PNG,0.135452238
testing,3,3,42_3.PNG,0.924823773
testing,3,3,138_3.PNG,0.581809405
testing,5,5,97_5.PNG,0.180148956
testing,z,35,5_z.PNG,0.091803831
testing,3,3,7_3.PNG,0.767468172
testing,J,45,33_J.PNG,0.681607034
testing,8,8,123_8.PNG,0.057784818
testing,8,8,20_8.PNG,0.938188355
testing,c,12,69_c.PNG,0.010147236
testing,R,53,74_R.PNG,0.215194103
testing,J,45,32_J.PNG,0.701894826
testing,j,19,32_j.PNG,0.135221185
testing,F,41,60_F.PNG,0.487033433
testing,j,19,61_j.PNG,0.438655071
testing,5,5,80_5.PNG,0.745194992
testing,Y,60,27_Y.PNG,0.9064609
testing,x,33,26_x.PNG,0.601666521
testing,A,36,78_A.PNG,0.216173755
testing,L,47,22_L.PNG,0.338286484
testing,m,22,18_m.PNG,0.710976238
testing,Y,60,66_Y.PNG,0.137572671
testing,4,4,41_4.PNG,0.759981796
testing,4,4,157_4.PNG,0.518381177
testing,w,32,132_w.PNG,0.633441013
testing,8,8,205_8.PNG,0.575955895
testing,3,3,140_3.PNG,0.311795368
testing,6,6,69_6.PNG,0.753784558
testing,q,26,85_q.PNG,0.31543846
testing,Y,60,172_Y.PNG,0.970588526
testing,J,45,53_J.PNG,0.36150008
testing,0,0,174_0.PNG,0.421685947
testing,7,7,216_7.PNG,0.911989517
testing,9,9,168_9.PNG,0.49396021
testing,H,43,60_H.PNG,0.721857386
testing,M,48,21_M.PNG,0.029752861
testing,w,32,7_w.PNG,0.823006186
testing,M,48,24_M.PNG,0.131841569
testing,O,50,82_O.PNG,0.55079245
testing,6,6,101_6.PNG,0.235518044
testing,E,40,43_E.PNG,0.111824456
testing,Z,61,77_Z.PNG,0.954262055
testing,x,33,77_x.PNG,0.309698638
testing,P,51,66_P.PNG,0.35890962
testing,d,13,105_d.PNG,0.855784879
testing,l,21,4_l.PNG,0.126118545
testing,8,8,75_8.PNG,0.254240497
testing,J,45,56_J.PNG,0.529453279
testing,g,16,83_g.PNG,0.782019651
testing,d,13,115_d.PNG,0.477782414
testing,l,21,64_l.PNG,0.642477462
testing,Z,61,140_Z.PNG,0.756020179
testing,G,42,4_G.PNG,0.651838696
testing,9,9,68_9.PNG,0.694096058
testing,d,13,116_d.PNG,0.369256592
testing,p,25,54_p.PNG,0.000846556
testing,t,29,6_t.PNG,0.431955476
testing,s,28,92_s.PNG,0.637579959
testing,2,2,46_2.PNG,0.189151263
testing,c,12,12_c.PNG,0.203754469
testing,X,59,156_X.PNG,0.305893457
testing,z,35,80_z.PNG,0.647731332
testing,y,34,38_y.PNG,0.512212418
testing,P,51,27_P.PNG,0.48408256
testing,0,0,42_0.PNG,0.815087925
testing,7,7,222_7.PNG,0.947766221
testing,9,9,166_9.PNG,0.437711889
testing,g,16,22_g.PNG,0.526157716
testing,5,5,216_5.PNG,0.328559884
testing,2,2,63_2.PNG,0.059018287
testing,r,27,68_r.PNG,0.763407637
testing,n,23,20_n.PNG,0.017698563
testing,Z,61,182_Z.PNG,0.505711267
testing,V,57,90_V.PNG,0.553051668
testing,1,1,149_1.PNG,0.69694674
testing,w,32,139_w.PNG,0.026327453
testing,v,31,19_v.PNG,0.832342614
testing,N,49,22_N.PNG,0.112098884
testing,v,31,118_v.PNG,0.777476556
testing,X,59,30_X.PNG,0.79899853
testing,Z,61,61_Z.PNG,0.943345391
testing,s,28,76_s.PNG,0.927047545
testing,3,3,102_3.PNG,0.277114088
testing,k,20,43_k.PNG,0.238721995
testing,s,28,30_s.PNG,0.555822879
testing,q,26,84_q.PNG,0.502995601
testing,8,8,230_8.PNG,0.269778847
testing,X,59,136_X.PNG,0.539970164
testing,u,30,45_u.PNG,0.218388208
testing,w,32,22_w.PNG,0.611728712
testing,8,8,2_8.PNG,0.892696961
testing,O,50,72_O.PNG,0.801414405
testing,4,4,114_4.PNG,0.381348432
testing,V,57,16_V.PNG,0.237146844
testing,8,8,133_8.PNG,0.073468281
testing,y,34,108_y.PNG,0.471009144
testing,B,37,9_B.PNG,0.596817515
testing,4,4,206_4.PNG,0.730655926
testing,Y,60,37_Y.PNG,0.227571182
testing,6,6,264_6.PNG,0.827194095
testing,S,54,5_S.PNG,0.445718093
testing,V,57,77_V.PNG,0.617824832
testing,7,7,23_7.PNG,0.264050037
testing,Y,60,170_Y.PNG,0.181199648
testing,T,55,74_T.PNG,0.876178132
testing,9,9,17_9.PNG,0.97595934
testing,8,8,52_8.PNG,0.529139419
testing,4,4,119_4.PNG,0.60549161
testing,7,7,3_7.PNG,0.815813742
testing,f,15,37_f.PNG,0.165702818
testing,r,27,69_r.PNG,0.100990129
testing,D,39,88_D.PNG,0.87089129
testing,V,57,131_V.PNG,0.611003163
testing,D,39,26_D.PNG,0.332437885
testing,b,11,22_b.PNG,0.57378662
testing,8,8,0_8.PNG,0.283074231
testing,7,7,179_7.PNG,0.387856772
testing,j,19,67_j.PNG,0.895023322
testing,5,5,239_5.PNG,0.767471106
testing,B,37,21_B.PNG,0.08413945
testing,g,16,81_g.PNG,0.000644166
testing,9,9,53_9.PNG,0.113681249
testing,4,4,16_4.PNG,0.568605038
testing,9,9,102_9.PNG,0.94452256
testing,l,21,34_l.PNG,0.643293144
testing,O,50,0_O.PNG,0.451240592
testing,T,55,50_T.PNG,0.234423808
testing,8,8,225_8.PNG,0.653688769
testing,0,0,193_0.PNG,0.424456934
testing,s,28,11_s.PNG,0.362127803
testing,y,34,8_y.PNG,0.753956483
testing,w,32,91_w.PNG,0.615902705
testing,Z,61,122_Z.PNG,0.379756238
testing,1,1,47_1.PNG,0.824468309
testing,9,9,218_9.PNG,0.187858651
testing,R,53,34_R.PNG,0.129635135
testing,V,57,104_V.PNG,0.491671349
testing,i,18,26_i.PNG,0.0205359
testing,6,6,152_6.PNG,0.820699016
testing,o,24,67_o.PNG,0.403027491
testing,o,24,62_o.PNG,0.843262291
testing,h,17,26_h.PNG,0.601891408
testing,q,26,39_q.PNG,0.506019901
testing,u,30,34_u.PNG,0.724925991
testing,5,5,134_5.PNG,0.007331254
testing,8,8,24_8.PNG,0.211753965
testing,6,6,120_6.PNG,0.528180336
testing,J,45,7_J.PNG,0.617118016
testing,f,15,72_f.PNG,0.061901677
testing,1,1,57_1.PNG,0.549801916
testing,3,3,184_3.PNG,0.568803214
testing,k,20,5_k.PNG,0.056587025
testing,Z,61,183_Z.PNG,0.929573436
testing,1,1,56_1.PNG,0.1462723
testing,i,18,57_i.PNG,0.871765062
testing,B,37,98_B.PNG,0.048601815
testing,U,56,57_U.PNG,0.920719397
testing,G,42,55_G.PNG,0.614045426
testing,7,7,232_7.PNG,0.46723773
testing,O,50,13_O.PNG,0.029543497
testing,S,54,1_S.PNG,0.098229947
testing,D,39,3_D.PNG,0.587040092
testing,2,2,52_2.PNG,0.747716973
testing,A,36,38_A.PNG,0.419166792
testing,H,43,64_H.PNG,0.020496671
testing,4,4,80_4.PNG,0.031476044
testing,p,25,42_p.PNG,0.303495456
testing,r,27,11_r.PNG,0.116656466
testing,6,6,68_6.PNG,0.520681497
testing,h,17,78_h.PNG,0.559035371
testing,9,9,3_9.PNG,0.023622273
testing,x,33,116_x.PNG,0.439328496
testing,X,59,118_X.PNG,0.802118673
testing,Z,61,63_Z.PNG,0.485235265
testing,q,26,55_q.PNG,0.924617085
testing,2,2,227_2.PNG,0.737471594
testing,e,14,7_e.PNG,0.505015868
testing,X,59,169_X.PNG,0.826697046
testing,V,57,43_V.PNG,0.905937215
testing,k,20,68_k.PNG,0.248995746
testing,6,6,224_6.PNG,0.723263365
testing,m,22,7_m.PNG,0.311463565
testing,F,41,2_F.PNG,0.904270241
testing,q,26,98_q.PNG,0.557261757
testing,C,38,47_C.PNG,0.879029297
testing,6,6,90_6.PNG,0.371070894
testing,m,22,72_m.PNG,0.347226123
testing,A,36,27_A.PNG,0.122678124
testing,w,32,119_w.PNG,0.739762677
testing,2,2,64_2.PNG,0.067055188
testing,B,37,99_B.PNG,0.686514314
testing,5,5,138_5.PNG,0.599179618
testing,8,8,65_8.PNG,0.073755551
testing,1,1,115_1.PNG,0.294638152
testing,V,57,97_V.PNG,0.949320884
testing,y,34,129_y.PNG,0.824589338
testing,s,28,83_s.PNG,0.895719081
testing,A,36,44_A.PNG,0.333447733
testing,Q,52,34_Q.PNG,0.826786053
testing,4,4,121_4.PNG,0.701862505
testing,7,7,121_7.PNG,0.776795446
testing,z,35,70_z.PNG,0.696362961
testing,x,33,175_x.PNG,0.564360804
testing,j,19,50_j.PNG,0.104655664
testing,j,19,26_j.PNG,0.111152664
testing,5,5,150_5.PNG,0.05114793
testing,d,13,18_d.PNG,0.969086208
testing,s,28,19_s.PNG,0.670860967
testing,M,48,36_M.PNG,0.384951108
testing,4,4,136_4.PNG,0.064620091
testing,z,35,165_z.PNG,0.401611607
testing,6,6,126_6.PNG,0.061095452
testing,l,21,56_l.PNG,0.501621596
testing,F,41,34_F.PNG,0.365860845
testing,0,0,117_0.PNG,0.081342336
testing,m,22,17_m.PNG,0.242018142
testing,z,35,16_z.PNG,0.032253313
testing,4,4,95_4.PNG,0.214196757
testing,v,31,0_v.PNG,0.938653813
testing,z,35,2_z.PNG,0.73618945
testing,y,34,78_y.PNG,0.090300678
testing,7,7,55_7.PNG,0.349259796
testing,7,7,104_7.PNG,0.829293854
testing,7,7,169_7.PNG,0.382295908
testing,c,12,35_c.PNG,0.380117366
testing,U,56,2_U.PNG,0.116542799
testing,w,32,95_w.PNG,0.835108651
testing,J,45,9_J.PNG,0.218465453
testing,K,46,25_K.PNG,0.180364877
testing,d,13,11_d.PNG,0.738552352
testing,F,41,68_F.PNG,0.276522756
testing,x,33,180_x.PNG,0.47929919
testing,u,30,63_u.PNG,0.672536067
testing,l,21,17_l.PNG,0.468735034
testing,I,44,9_I.PNG,0.056673387
testing,v,31,34_v.PNG,0.26367466
testing,Z,61,45_Z.PNG,0.252344931
testing,3,3,24_3.PNG,0.264507939
testing,c,12,49_c.PNG,0.708073403
testing,m,22,1_m.PNG,0.188853272
testing,U,56,27_U.PNG,0.68605318
testing,1,1,123_1.PNG,0.461601489
testing,b,11,61_b.PNG,0.417862014
testing,J,45,38_J.PNG,0.67464961
testing,2,2,163_2.PNG,0.190829776
testing,5,5,234_5.PNG,0.025393271
testing,a,10,14_a.PNG,0.532008887
testing,4,4,118_4.PNG,0.314581006
testing,v,31,30_v.PNG,0.784834388
testing,8,8,219_8.PNG,0.072600908
testing,R,53,80_R.PNG,0.576914861
testing,S,54,75_S.PNG,0.738743899
testing,f,15,63_f.PNG,0.999872171
testing,b,11,24_b.PNG,0.007024447
testing,L,47,15_L.PNG,0.375772187
testing,1,1,175_1.PNG,0.274165525
testing,T,55,4_T.PNG,0.333735825
testing,6,6,28_6.PNG,0.402071418
testing,i,18,34_i.PNG,0.836458992
testing,w,32,102_w.PNG,0.316728146
testing,S,54,55_S.PNG,0.677409087
testing,o,24,71_o.PNG,0.163680827
testing,C,38,21_C.PNG,0.861236687
testing,5,5,207_5.PNG,0.742136536
testing,9,9,226_9.PNG,0.409588674
testing,H,43,34_H.PNG,0.158327425
testing,z,35,73_z.PNG,0.834698222
testing,x,33,86_x.PNG,0.629340543
testing,M,48,46_M.PNG,0.472914985
testing,Z,61,98_Z.PNG,0.030861077
testing,7,7,92_7.PNG,0.542507187
testing,k,20,59_k.PNG,0.240405041
testing,O,50,53_O.PNG,0.728079701
testing,M,48,50_M.PNG,0.252085342
testing,1,1,219_1.PNG,0.541048318
testing,I,44,30_I.PNG,0.772239314
testing,7,7,149_7.PNG,0.237477285
testing,6,6,237_6.PNG,0.83956067
testing,x,33,82_x.PNG,0.73876053
testing,b,11,5_b.PNG,0.798299501
testing,8,8,77_8.PNG,0.452873339
testing,4,4,180_4.PNG,0.26714446
testing,n,23,70_n.PNG,0.179139334
testing,m,22,22_m.PNG,0.121059243
testing,v,31,158_v.PNG,0.414724177
testing,G,42,88_G.PNG,0.231116972
testing,t,29,40_t.PNG,0.18646896
testing,a,10,81_a.PNG,0.45169173
testing,z,35,41_z.PNG,0.470265914
testing,z,35,62_z.PNG,0.83501555
testing,6,6,3_6.PNG,0.560436854
testing,q,26,37_q.PNG,0.72586688
testing,L,47,81_L.PNG,0.718715102
testing,3,3,122_3.PNG,0.406645091
testing,A,36,56_A.PNG,0.258122287
testing,8,8,220_8.PNG,0.227258009
testing,u,30,28_u.PNG,0.285211523
testing,5,5,99_5.PNG,0.856434234
testing,u,30,80_u.PNG,0.968370853
testing,5,5,213_5.PNG,0.41042823
testing,7,7,71_7.PNG,0.802292109
testing,x,33,93_x.PNG,0.489526873
testing,0,0,26_0.PNG,0.984005594
testing,n,23,68_n.PNG,0.489857742
testing,Z,61,37_Z.PNG,0.052006167
testing,1,1,30_1.PNG,0.641214338
testing,7,7,98_7.PNG,0.23582584
testing,E,40,103_E.PNG,0.218651012
testing,D,39,30_D.PNG,0.024441072
testing,6,6,116_6.PNG,0.717413077
testing,V,57,33_V.PNG,0.027058646
testing,9,9,50_9.PNG,0.434939257
testing,L,47,32_L.PNG,0.984946505
testing,4,4,164_4.PNG,0.173724435
testing,2,2,134_2.PNG,0.221118188
testing,T,55,5_T.PNG,0.893056157
testing,Y,60,12_Y.PNG,0.749750812
testing,Y,60,158_Y.PNG,0.503912509
testing,g,16,85_g.PNG,0.481382374
testing,n,23,92_n.PNG,0.416093208
testing,k,20,44_k.PNG,0.38279952
testing,E,40,102_E.PNG,0.123840316
testing,m,22,69_m.PNG,0.956439411
