subset,label,folder,filename,random
training,g,16,75_g.PNG,0.76107522
training,B,37,508_B.PNG,0.002516252
training,4,4,1966_4.PNG,0.198406915
training,x,33,10_x.PNG,0.037523297
training,Z,61,529_Z.PNG,0.791311075
training,R,53,612_R.PNG,0.193432282
training,8,8,292_8.PNG,0.005988632
training,i,18,258_i.PNG,0.527679055
training,0,0,344_0.PNG,0.995561655
training,4,4,256_4.PNG,0.011052248
training,z,35,237_z.PNG,0.631688544
training,7,7,57_7.PNG,0.799302083
training,Y,60,454_Y.PNG,0.122782302
training,N,49,341_N.PNG,0.106762704
training,X,59,88_X.PNG,0.543380529
training,2,2,1777_2.PNG,0.457430704
training,A,36,232_A.PNG,0.102146405
training,d,13,677_d.PNG,0.878349246
training,6,6,1716_6.PNG,0.408059303
training,Z,61,389_Z.PNG,0.988730617
training,7,7,809_7.PNG,0.579768549
training,h,17,290_h.PNG,0.085844975
training,C,38,399_C.PNG,0.298458962
training,f,15,538_f.PNG,0.760249624
training,8,8,1650_8.PNG,0.41913411
training,R,53,537_R.PNG,0.389541474
training,d,13,200_d.PNG,0.930124771
training,o,24,275_o.PNG,0.586625311
training,Q,52,557_Q.PNG,0.621302463
training,5,5,850_5.PNG,0.59709038
training,N,49,186_N.PNG,0.344971868
training,Z,61,1_Z.PNG,0.028126006
training,b,11,4_b.PNG,0.045975951
training,K,46,207_K.PNG,0.396790489
training,a,10,362_a.PNG,0.394377257
training,P,51,193_P.PNG,0.669651804
training,4,4,285_4.PNG,0.954321683
training,1,1,1810_1.PNG,0.010845265
training,t,29,250_t.PNG,0.791968852
training,9,9,1556_9.PNG,0.112773643
training,8,8,1442_8.PNG,0.549950874
training,1,1,794_1.PNG,0.573595846
training,m,22,363_m.PNG,0.549828142
training,S,54,361_S.PNG,0.567369197
training,N,49,394_N.PNG,0.981823877
training,s,28,230_s.PNG,0.454210635
training,5,5,1057_5.PNG,0.826060103
training,k,20,42_k.PNG,0.255540878
training,d,13,525_d.PNG,0.571010959
training,5,5,941_5.PNG,0.377069738
training,L,47,259_L.PNG,0.773445507
training,X,59,428_X.PNG,0.845640227
training,U,56,502_U.PNG,0.702601722
training,x,33,435_x.PNG,0.220840681
training,2,2,153_2.PNG,0.453586823
training,a,10,633_a.PNG,0.843720894
training,0,0,143_0.PNG,0.612536133
training,5,5,925_5.PNG,0.366674509
training,z,35,309_z.PNG,0.290717478
training,g,16,233_g.PNG,0.140540737
training,5,5,432_5.PNG,0.366491461
training,6,6,344_6.PNG,0.656472356
training,0,0,546_0.PNG,0.347070683
training,M,48,288_M.PNG,0.775589562
training,E,40,686_E.PNG,0.243844197
training,z,35,327_z.PNG,0.56403039
training,K,46,219_K.PNG,0.449757524
training,6,6,576_6.PNG,0.058263318
training,Q,52,221_Q.PNG,0.457943182
training,6,6,1872_6.PNG,0.140073409
training,V,57,252_V.PNG,0.438644279
training,V,57,99_V.PNG,0.732052572
training,4,4,1045_4.PNG,0.296362682
training,O,50,75_O.PNG,0.128311916
training,q,26,733_q.PNG,0.809203672
training,1,1,603_1.PNG,0.478369841
training,y,34,281_y.PNG,0.719104216
training,Y,60,585_Y.PNG,0.014617653
training,F,41,603_F.PNG,0.141052989
training,K,46,367_K.PNG,0.545658995
training,l,21,126_l.PNG,0.200137646
training,D,39,527_D.PNG,0.029393639
training,b,11,706_b.PNG,0.354023416
training,k,20,142_k.PNG,0.21940585
training,U,56,409_U.PNG,0.622048198
training,I,44,490_I.PNG,0.690279597
training,f,15,58_f.PNG,0.511377535
training,E,40,610_E.PNG,0.589922501
training,e,14,627_e.PNG,0.914267852
training,J,45,22_J.PNG,0.014419994
training,6,6,677_6.PNG,0.528399945
training,l,21,412_l.PNG,0.382434709
training,Z,61,419_Z.PNG,0.791885495
training,c,12,43_c.PNG,0.148611765
training,R,53,113_R.PNG,0.951402669
training,G,42,425_G.PNG,0.33923322
training,1,1,1772_1.PNG,0.034478617
training,7,7,1576_7.PNG,0.560286676
training,3,3,1574_3.PNG,0.74332453
training,4,4,808_4.PNG,0.188961301
training,N,49,581_N.PNG,0.115956656
training,c,12,436_c.PNG,0.38569052
training,x,33,397_x.PNG,0.742605018
training,f,15,41_f.PNG,0.352716518
training,2,2,1849_2.PNG,0.353791993
training,2,2,1733_2.PNG,0.472578353
training,k,20,324_k.PNG,0.754134604
training,7,7,1316_7.PNG,0.393696292
training,T,55,652_T.PNG,0.028141488
training,w,32,237_w.PNG,0.068032681
training,B,37,635_B.PNG,0.396526636
training,3,3,1461_3.PNG,0.669522245
training,2,2,879_2.PNG,0.96249168
training,4,4,1257_4.PNG,0.128389701
training,t,29,236_t.PNG,0.412481801
training,M,48,447_M.PNG,0.538565581
training,2,2,832_2.PNG,0.516773094
training,6,6,67_6.PNG,0.460421519
training,J,45,37_J.PNG,0.182809998
training,Q,52,81_Q.PNG,0.085023342
training,5,5,1052_5.PNG,0.347485015
training,T,55,575_T.PNG,0.321087561
training,5,5,1397_5.PNG,0.143518617
training,f,15,433_f.PNG,0.249532489
training,n,23,530_n.PNG,0.417008458
training,3,3,1821_3.PNG,0.660236481
training,8,8,290_8.PNG,0.970172883
training,d,13,407_d.PNG,0.575517671
training,1,1,1149_1.PNG,0.781760776
training,m,22,105_m.PNG,0.491794769
training,I,44,139_I.PNG,0.124984672
training,4,4,1016_4.PNG,0.065124721
training,A,36,209_A.PNG,0.601220538
training,E,40,689_E.PNG,0.768994174
training,z,35,574_z.PNG,0.367486863
training,3,3,146_3.PNG,0.425517755
training,6,6,984_6.PNG,0.672595102
training,c,12,457_c.PNG,0.956014956
training,0,0,38_0.PNG,0.491553348
training,0,0,491_0.PNG,0.782681752
training,m,22,435_m.PNG,0.955970695
training,f,15,199_f.PNG,0.881200712
training,G,42,417_G.PNG,0.937929236
training,0,0,496_0.PNG,0.203415654
training,e,14,78_e.PNG,0.769540236
training,U,56,107_U.PNG,0.220884223
training,5,5,709_5.PNG,0.195455659
training,5,5,582_5.PNG,0.475751444
training,W,58,122_W.PNG,0.415849193
training,x,33,625_x.PNG,0.78460625
training,7,7,1165_7.PNG,0.389970716
training,4,4,1472_4.PNG,0.801431813
training,o,24,206_o.PNG,0.243058865
training,L,47,135_L.PNG,0.448528959
training,b,11,528_b.PNG,0.920115094
training,2,2,377_2.PNG,0.637890485
training,X,59,518_X.PNG,0.18410705
training,b,11,216_b.PNG,0.868692877
training,8,8,1607_8.PNG,0.309355147
training,B,37,222_B.PNG,0.532489086
training,I,44,347_I.PNG,0.164631673
training,V,57,652_V.PNG,0.881221248
training,J,45,620_J.PNG,0.655148667
training,5,5,711_5.PNG,0.299144643
training,0,0,954_0.PNG,0.629498101
training,R,53,576_R.PNG,0.643149269
training,8,8,1480_8.PNG,0.927139502
training,T,55,424_T.PNG,0.10980818
training,P,51,650_P.PNG,0.483023291
training,K,46,195_K.PNG,0.094707064
training,f,15,343_f.PNG,0.293236108
training,R,53,623_R.PNG,0.30731697
training,S,54,575_S.PNG,0.830420969
training,8,8,1751_8.PNG,0.612629788
training,9,9,864_9.PNG,0.311968236
training,F,41,125_F.PNG,0.633511376
training,f,15,17_f.PNG,0.004747382
training,Z,61,506_Z.PNG,0.427982199
training,s,28,12_s.PNG,0.121007046
training,p,25,355_p.PNG,0.800348021
training,P,51,346_P.PNG,0.910165182
training,s,28,442_s.PNG,0.364941893
training,5,5,1170_5.PNG,0.485948477
training,O,50,138_O.PNG,0.913659665
training,0,0,0_0.PNG,0.894993181
training,i,18,519_i.PNG,0.04543902
training,9,9,569_9.PNG,0.724141607
training,5,5,1492_5.PNG,0.671476927
training,0,0,1197_0.PNG,0.459762785
training,t,29,312_t.PNG,0.748538106
training,5,5,1111_5.PNG,0.770814479
training,0,0,1019_0.PNG,0.719235486
training,1,1,1136_1.PNG,0.160023391
training,w,32,347_w.PNG,0.964425681
training,z,35,298_z.PNG,0.32400442
training,o,24,445_o.PNG,0.68874667
training,j,19,702_j.PNG,0.610396225
training,6,6,438_6.PNG,0.136134732
training,u,30,331_u.PNG,0.816593022
training,d,13,558_d.PNG,0.645431593
training,T,55,663_T.PNG,0.012237628
training,Z,61,308_Z.PNG,0.491867654
training,E,40,188_E.PNG,0.369413352
training,3,3,1016_3.PNG,0.938664315
training,C,38,341_C.PNG,0.102053241
training,2,2,1462_2.PNG,0.265843689
training,1,1,1784_1.PNG,0.100084083
training,R,53,64_R.PNG,0.325992004
training,1,1,197_1.PNG,0.840731183
training,u,30,629_u.PNG,0.904433412
training,Z,61,182_Z.PNG,0.829902557
training,y,34,492_y.PNG,0.017854251
training,7,7,1314_7.PNG,0.433283315
training,e,14,569_e.PNG,0.82318907
training,J,45,554_J.PNG,0.560503147
training,E,40,541_E.PNG,0.282332535
training,c,12,87_c.PNG,0.636376391
training,2,2,648_2.PNG,0.552978764
training,2,2,441_2.PNG,0.81841754
training,6,6,1765_6.PNG,0.827644511
training,6,6,1737_6.PNG,0.117328186
training,R,53,529_R.PNG,0.300935582
training,l,21,321_l.PNG,0.460628237
training,4,4,232_4.PNG,0.226748289
training,u,30,267_u.PNG,0.851768109
training,1,1,891_1.PNG,0.225756027
training,H,43,3_H.PNG,0.214500769
training,5,5,1611_5.PNG,0.008512699
training,w,32,383_w.PNG,0.4708435
training,M,48,137_M.PNG,0.872290829
training,N,49,306_N.PNG,0.147830637
training,v,31,439_v.PNG,0.438731781
training,J,45,699_J.PNG,0.460848796
training,3,3,1310_3.PNG,0.030214695
training,B,37,626_B.PNG,0.164278503
training,n,23,42_n.PNG,0.939887905
training,9,9,1206_9.PNG,0.349509726
training,z,35,502_z.PNG,0.958144836
training,5,5,1047_5.PNG,0.763976501
training,4,4,1219_4.PNG,0.520550289
training,3,3,1330_3.PNG,0.919760409
training,F,41,70_F.PNG,0.437720715
training,9,9,32_9.PNG,0.072881087
training,F,41,749_F.PNG,0.655662904
training,j,19,314_j.PNG,0.227010445
training,3,3,659_3.PNG,0.062849154
training,1,1,1270_1.PNG,0.476702643
training,7,7,1385_7.PNG,0.4380098
training,a,10,256_a.PNG,0.663892689
training,0,0,1503_0.PNG,0.309603023
training,B,37,514_B.PNG,0.849814509
training,0,0,313_0.PNG,0.190252572
training,Y,60,226_Y.PNG,0.317298345
training,2,2,799_2.PNG,0.990892269
training,r,27,21_r.PNG,0.163077485
training,6,6,376_6.PNG,0.568718538
training,j,19,303_j.PNG,0.521246542
training,3,3,1433_3.PNG,0.338743906
training,I,44,459_I.PNG,0.180225401
training,3,3,1524_3.PNG,0.058488608
training,Y,60,420_Y.PNG,0.801063416
training,e,14,162_e.PNG,0.439689113
training,S,54,295_S.PNG,0.68955244
training,I,44,28_I.PNG,0.728468371
training,A,36,42_A.PNG,0.290295018
training,5,5,203_5.PNG,0.036863991
training,T,55,59_T.PNG,0.349682441
training,3,3,930_3.PNG,0.687088841
training,7,7,491_7.PNG,0.592077277
training,f,15,451_f.PNG,0.625134856
training,5,5,1338_5.PNG,0.719490557
training,B,37,490_B.PNG,0.394537621
training,6,6,997_6.PNG,0.997457286
training,j,19,394_j.PNG,0.898975394
training,L,47,251_L.PNG,0.752061248
training,F,41,478_F.PNG,0.061936928
training,q,26,84_q.PNG,0.716182005
training,9,9,52_9.PNG,0.847520857
training,N,49,424_N.PNG,0.305946856
training,h,17,191_h.PNG,0.913804993
training,5,5,11_5.PNG,0.887512789
training,J,45,344_J.PNG,0.364124291
training,W,58,414_W.PNG,0.350138621
training,8,8,1796_8.PNG,0.806647747
training,8,8,1502_8.PNG,0.749790692
training,c,12,494_c.PNG,0.829706732
training,8,8,959_8.PNG,0.727728431
training,a,10,491_a.PNG,0.372366785
training,n,23,235_n.PNG,0.693674909
training,T,55,304_T.PNG,0.037614303
training,4,4,465_4.PNG,0.047446069
training,B,37,67_B.PNG,0.906588127
training,6,6,844_6.PNG,0.563672706
training,W,58,214_W.PNG,0.681160706
training,N,49,603_N.PNG,0.19078559
training,K,46,722_K.PNG,0.270629658
training,9,9,280_9.PNG,0.094403076
training,u,30,202_u.PNG,0.811085243
training,N,49,6_N.PNG,0.810511884
training,9,9,242_9.PNG,0.063864977
training,2,2,725_2.PNG,0.229393996
training,1,1,190_1.PNG,0.879703105
training,R,53,15_R.PNG,0.497023644
training,I,44,265_I.PNG,0.34153273
training,n,23,215_n.PNG,0.32854323
training,o,24,616_o.PNG,0.008897955
training,G,42,470_G.PNG,0.167475797
training,4,4,269_4.PNG,0.241298748
training,K,46,388_K.PNG,0.184561453
training,d,13,526_d.PNG,0.763257357
training,m,22,272_m.PNG,0.178443156
training,y,34,607_y.PNG,0.79731616
training,q,26,602_q.PNG,0.407588218
training,p,25,640_p.PNG,0.762372872
training,4,4,1107_4.PNG,0.260002514
training,4,4,1632_4.PNG,0.420658273
training,5,5,1741_5.PNG,0.029344872
training,s,28,59_s.PNG,0.777380438
training,Q,52,465_Q.PNG,0.681544919
training,l,21,583_l.PNG,0.97294738
training,N,49,516_N.PNG,0.97128997
training,D,39,633_D.PNG,0.974107162
training,6,6,551_6.PNG,0.622301311
training,h,17,485_h.PNG,0.555346655
training,O,50,169_O.PNG,0.421160984
training,m,22,57_m.PNG,0.95578723
training,4,4,1167_4.PNG,0.353653435
training,7,7,1255_7.PNG,0.670258673
training,X,59,306_X.PNG,0.185226107
training,S,54,758_S.PNG,0.327649194
training,V,57,71_V.PNG,0.291641675
training,D,39,2_D.PNG,0.792372532
training,R,53,657_R.PNG,0.553460648
training,8,8,1654_8.PNG,0.228013046
training,e,14,123_e.PNG,0.82889573
training,a,10,677_a.PNG,0.449537947
training,p,25,578_p.PNG,0.884349483
training,J,45,321_J.PNG,0.946465533
training,9,9,610_9.PNG,0.428722215
training,b,11,8_b.PNG,0.126636087
training,R,53,689_R.PNG,0.206366943
training,e,14,379_e.PNG,0.914662431
training,5,5,206_5.PNG,0.825057355
training,X,59,296_X.PNG,0.053774373
training,t,29,344_t.PNG,0.981438461
training,Y,60,594_Y.PNG,0.472572315
training,m,22,452_m.PNG,0.1879635
training,G,42,602_G.PNG,0.907259196
training,Z,61,507_Z.PNG,0.585192144
training,s,28,618_s.PNG,0.855279296
training,5,5,1358_5.PNG,0.905949256
training,Y,60,271_Y.PNG,0.957469556
training,v,31,80_v.PNG,0.00831687
training,D,39,493_D.PNG,0.833160778
training,7,7,1888_7.PNG,0.681882777
training,2,2,1668_2.PNG,0.817576248
training,u,30,80_u.PNG,0.007090308
training,5,5,605_5.PNG,0.01507427
training,9,9,379_9.PNG,0.282097331
training,2,2,1918_2.PNG,0.444376126
training,j,19,95_j.PNG,0.362470133
training,7,7,1530_7.PNG,0.576036266
training,1,1,1462_1.PNG,0.303230667
training,w,32,605_w.PNG,0.789535111
training,7,7,1293_7.PNG,0.231432416
training,3,3,1729_3.PNG,0.320439751
training,J,45,29_J.PNG,0.09772794
training,5,5,500_5.PNG,0.646579833
training,8,8,342_8.PNG,0.264152971
training,e,14,559_e.PNG,0.314622897
training,2,2,823_2.PNG,0.649056662
training,x,33,544_x.PNG,0.93127069
training,6,6,774_6.PNG,0.364351506
training,8,8,309_8.PNG,0.577773294
training,w,32,361_w.PNG,0.056926341
training,l,21,69_l.PNG,0.470287032
training,0,0,341_0.PNG,0.721310924
training,4,4,1110_4.PNG,0.175783086
training,x,33,216_x.PNG,0.592204783
training,G,42,600_G.PNG,0.266243094
training,D,39,296_D.PNG,0.903002499
training,I,44,405_I.PNG,0.490732421
training,j,19,654_j.PNG,0.221350106
training,j,19,651_j.PNG,0.790801277
training,9,9,278_9.PNG,0.423619032
training,5,5,84_5.PNG,0.787952946
training,6,6,399_6.PNG,0.460997328
training,v,31,499_v.PNG,0.69974799
training,e,14,233_e.PNG,0.099248686
training,b,11,444_b.PNG,0.082147924
training,E,40,46_E.PNG,0.58036
training,9,9,1582_9.PNG,0.701223206
training,i,18,587_i.PNG,0.742793577
training,Z,61,587_Z.PNG,0.911870246
training,V,57,1_V.PNG,0.807009962
training,s,28,389_s.PNG,0.277901771
training,h,17,426_h.PNG,0.008995413
training,n,23,180_n.PNG,0.426054813
training,Y,60,2_Y.PNG,0.070155853
training,O,50,234_O.PNG,0.445736689
training,M,48,246_M.PNG,0.889180202
training,0,0,1559_0.PNG,0.517013331
training,0,0,1513_0.PNG,0.459156367
training,U,56,505_U.PNG,0.902432408
training,9,9,114_9.PNG,0.127716714
training,3,3,1443_3.PNG,0.272340034
training,0,0,122_0.PNG,0.461288327
training,k,20,55_k.PNG,0.143471345
training,8,8,1970_8.PNG,0.274452388
training,u,30,677_u.PNG,0.097011527
training,v,31,93_v.PNG,0.919032687
training,0,0,752_0.PNG,0.84723276
training,L,47,611_L.PNG,0.051861361
training,K,46,236_K.PNG,0.956680474
training,3,3,385_3.PNG,0.051072849
training,T,55,370_T.PNG,0.424668803
training,9,9,1777_9.PNG,0.428066738
training,A,36,530_A.PNG,0.458441807
training,6,6,1595_6.PNG,0.472478212
training,B,37,533_B.PNG,0.098318732
training,k,20,672_k.PNG,0.167083824
training,j,19,115_j.PNG,0.814862047
training,1,1,1765_1.PNG,0.569165312
training,K,46,301_K.PNG,0.937016478
training,4,4,1068_4.PNG,0.262422109
training,D,39,484_D.PNG,0.386980043
training,h,17,570_h.PNG,0.191590096
training,1,1,1051_1.PNG,0.340786589
training,1,1,404_1.PNG,0.233697131
training,h,17,741_h.PNG,0.974887454
training,8,8,1980_8.PNG,0.592107516
training,4,4,282_4.PNG,0.889504739
training,M,48,91_M.PNG,0.063835879
training,J,45,404_J.PNG,0.211786218
training,C,38,500_C.PNG,0.979212445
training,l,21,543_l.PNG,0.832321838
training,I,44,533_I.PNG,0.902094646
training,i,18,365_i.PNG,0.263993874
training,n,23,637_n.PNG,0.273860467
training,3,3,15_3.PNG,0.06993629
training,2,2,1136_2.PNG,0.080206814
training,m,22,87_m.PNG,0.055611568
training,K,46,400_K.PNG,0.111184581
training,5,5,1226_5.PNG,0.157134378
training,e,14,69_e.PNG,0.350019993
training,e,14,584_e.PNG,0.90961849
training,F,41,106_F.PNG,0.615641627
training,6,6,754_6.PNG,0.567993575
training,9,9,754_9.PNG,0.674339065
training,r,27,677_r.PNG,0.015063144
training,u,30,201_u.PNG,0.296700879
training,O,50,470_O.PNG,0.279382674
training,7,7,1001_7.PNG,0.55861853
training,e,14,646_e.PNG,0.53948595
training,o,24,739_o.PNG,0.556655344
training,n,23,390_n.PNG,0.072752986
training,k,20,348_k.PNG,0.572927866
training,2,2,1664_2.PNG,0.37990564
training,C,38,245_C.PNG,0.185604812
training,a,10,413_a.PNG,0.712141095
training,3,3,692_3.PNG,0.375859621
training,D,39,41_D.PNG,0.381186806
training,d,13,295_d.PNG,0.84514674
training,W,58,160_W.PNG,0.733661324
training,w,32,358_w.PNG,0.285313779
training,5,5,1542_5.PNG,0.377096244
training,1,1,1490_1.PNG,0.782868221
training,2,2,1407_2.PNG,0.861704605
training,B,37,79_B.PNG,0.006440302
training,5,5,761_5.PNG,0.198676356
training,g,16,324_g.PNG,0.630586349
training,b,11,631_b.PNG,0.514269779
training,9,9,648_9.PNG,0.228014518
training,R,53,559_R.PNG,0.660026271
training,B,37,579_B.PNG,0.920751507
training,9,9,1263_9.PNG,0.816535331
training,q,26,19_q.PNG,0.106638568
training,U,56,382_U.PNG,0.299852676
training,O,50,47_O.PNG,0.705425387
training,n,23,21_n.PNG,0.466221843
training,9,9,1187_9.PNG,0.905419601
training,O,50,126_O.PNG,0.261270666
training,a,10,231_a.PNG,0.072887942
training,p,25,501_p.PNG,0.104563132
training,9,9,97_9.PNG,0.35473668
training,b,11,491_b.PNG,0.916854986
training,0,0,34_0.PNG,0.697611675
training,9,9,1937_9.PNG,0.443922239
training,j,19,655_j.PNG,0.121982154
training,P,51,141_P.PNG,0.350241788
training,4,4,1301_4.PNG,0.893803068
training,q,26,549_q.PNG,0.66825655
training,4,4,929_4.PNG,0.439218272
training,V,57,5_V.PNG,0.925752908
training,C,38,390_C.PNG,0.578326939
training,W,58,124_W.PNG,0.27088144
training,d,13,55_d.PNG,0.332195429
training,1,1,1214_1.PNG,0.862274772
training,0,0,1481_0.PNG,0.562871399
training,0,0,1347_0.PNG,0.565823986
training,6,6,1032_6.PNG,0.970890911
training,T,55,229_T.PNG,0.488836205
training,U,56,480_U.PNG,0.272594565
training,q,26,484_q.PNG,0.036262595
training,m,22,3_m.PNG,0.949322225
training,n,23,553_n.PNG,0.23972769
training,1,1,446_1.PNG,0.550939592
training,9,9,1422_9.PNG,0.931127837
training,A,36,426_A.PNG,0.960701832
training,9,9,593_9.PNG,0.6468159
training,j,19,272_j.PNG,0.206672872
training,G,42,399_G.PNG,0.81923548
training,6,6,1510_6.PNG,0.55848675
training,F,41,367_F.PNG,0.896773771
training,9,9,992_9.PNG,0.350583817
training,f,15,91_f.PNG,0.647191567
training,z,35,45_z.PNG,0.511438965
training,y,34,411_y.PNG,0.24189712
training,Y,60,179_Y.PNG,0.780366317
training,8,8,1696_8.PNG,0.318363587
training,6,6,1555_6.PNG,0.654901005
training,r,27,336_r.PNG,0.636026285
training,X,59,12_X.PNG,0.114917238
training,J,45,703_J.PNG,0.210120188
training,w,32,316_w.PNG,0.426529804
training,f,15,120_f.PNG,0.394250127
training,k,20,45_k.PNG,0.792835427
training,Y,60,259_Y.PNG,0.875079102
training,7,7,1187_7.PNG,0.848301659
training,Q,52,161_Q.PNG,0.547328798
training,J,45,323_J.PNG,0.613577398
training,6,6,357_6.PNG,0.606243805
training,4,4,119_4.PNG,0.111779479
training,0,0,564_0.PNG,0.916912193
training,W,58,31_W.PNG,0.175527129
training,7,7,417_7.PNG,0.281657792
training,5,5,868_5.PNG,0.849706019
training,7,7,252_7.PNG,0.870320555
training,K,46,191_K.PNG,0.172383904
training,9,9,738_9.PNG,0.783909424
training,c,12,567_c.PNG,0.264787415
training,n,23,743_n.PNG,0.996725086
training,G,42,79_G.PNG,0.441868362
training,q,26,320_q.PNG,0.258612998
training,0,0,521_0.PNG,0.982148327
training,e,14,565_e.PNG,0.504499081
training,3,3,276_3.PNG,0.778634029
training,h,17,614_h.PNG,0.811571413
training,l,21,529_l.PNG,0.847094071
training,I,44,595_I.PNG,0.422965958
training,8,8,1336_8.PNG,0.130321193
training,z,35,226_z.PNG,0.961381229
training,J,45,534_J.PNG,0.312662405
training,y,34,235_y.PNG,0.693597678
training,8,8,1116_8.PNG,0.730911012
training,z,35,397_z.PNG,0.206092441
training,5,5,1396_5.PNG,0.959370203
training,0,0,1989_0.PNG,0.504537036
training,t,29,467_t.PNG,0.828247146
training,2,2,1261_2.PNG,0.07015631
training,y,34,100_y.PNG,0.888464582
training,U,56,111_U.PNG,0.577120506
training,R,53,505_R.PNG,0.796158843
training,4,4,394_4.PNG,0.746486025
training,h,17,743_h.PNG,0.016345156
training,n,23,338_n.PNG,0.323679373
training,R,53,388_R.PNG,0.118598928
training,5,5,1454_5.PNG,0.96706125
training,g,16,333_g.PNG,0.124169973
training,j,19,108_j.PNG,0.561336443
training,P,51,118_P.PNG,0.710803957
training,5,5,730_5.PNG,0.088412101
training,h,17,408_h.PNG,0.924940037
training,T,55,276_T.PNG,0.070935461
training,L,47,51_L.PNG,0.462502833
training,c,12,224_c.PNG,0.193836578
training,A,36,594_A.PNG,0.457728429
training,P,51,570_P.PNG,0.906886618
training,7,7,1208_7.PNG,0.484574521
training,6,6,1256_6.PNG,0.966002626
training,J,45,651_J.PNG,0.086308813
training,Z,61,125_Z.PNG,0.202577651
training,8,8,1660_8.PNG,0.652040051
